AD,ED,NAME,LOCATION
55,15,OCEAN HILL COMM CTR,305 MACDOUGAL STREET
55,16,OCEAN HILL COMM CTR,305 MACDOUGAL STREET
55,17,OCEAN HILL COMM CTR,305 MACDOUGAL STREET
55,18,PS 73,251 MACDOUGAL STREET
55,19,PS 73,251 MACDOUGAL STREET
55,20,PS 40,265 RALPH AVENUE
55,21,PS/IS 262,500 MACON STREET
55,22,PS 40,265 RALPH AVENUE
55,23,PS 40,265 RALPH AVENUE
55,24,PS 73,251 MACDOUGAL STREET
55,25,PS 155,1355 HERKIMER STREET
55,26,PS 155,1355 HERKIMER STREET
55,27,PS 155,1355 HERKIMER STREET
55,28,PS 155,1355 HERKIMER STREET
55,29,ATLANTIC TOWERS,216 ROCKAWAY AVENUE
55,30,PS 40,265 RALPH AVENUE
55,31,ATLANTIC TOWERS,216 ROCKAWAY AVENUE
55,32,PS 12,430 HOWARD AVENUE
55,33,PS 178,2163 DEAN STREET
55,34,PS 178,2163 DEAN STREET
55,35,WAYSIDE COMM CENTER,1630 ST MARKS AVENUE
55,36,ATLANTIC TOWERS,216 ROCKAWAY AVENUE
55,37,PS 401,51 CHRISTOPHER AVENUE
55,38,PS 401,51 CHRISTOPHER AVENUE
55,39,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,40,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,41,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,42,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,43,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,44,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,45,PS 89,265 WARWICK STREET
55,46,PS 158,400 ASHFORD STREET
55,47,PS 158,400 ASHFORD STREET
55,48,PS 158,400 ASHFORD STREET
55,49,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,50,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVENUE
55,51,PS 328,330 ALABAMA AVENUE
55,52,PS 328,330 ALABAMA AVENUE
55,53,PS 446,76 RIVERDALE AVENUE
55,54,PS 89,265 WARWICK STREET
55,55,PS 401,51 CHRISTOPHER AVENUE
55,56,BETSY HEAD POOL,694 THOMAS BOYLAND STREET
55,57,PS 401,51 CHRISTOPHER AVENUE
55,58,SETH LOW SENIOR CENTER,137 BELMONT AVENUE
55,59,SETH LOW SENIOR CENTER,137 BELMONT AVENUE
55,60,PS 150,364 SACKMAN STREET
55,61,SETH LOW SENIOR CENTER,137 BELMONT AVENUE
55,62,SR CITIZEN CLUB,430 DUMONT AVENUE
55,63,TILDEN COMM CENTER,630 MOTHER GASTON BLVD
55,64,SR CITIZEN CLUB,430 DUMONT AVENUE
55,65,VAN DYKE COMMUNITY CTR,392 BLAKE AVENUE
55,66,PS 150,364 SACKMAN STREET
55,67,SETH LOW SENIOR CENTER,137 BELMONT AVENUE
55,68,VAN DYKE COMMUNITY CTR,392 BLAKE AVENUE
55,69,VAN DYKE COMMUNITY CTR,392 BLAKE AVENUE
55,70,VAN DYKE COMMUNITY CTR,392 BLAKE AVENUE
55,71,TILDEN COMM CENTER,630 MOTHER GASTON BLVD
55,72,TILDEN COMM CENTER,630 MOTHER GASTON BLVD
55,73,TILDEN COMM CENTER,630 MOTHER GASTON BLVD
55,74,TILDEN COMM CENTER,630 MOTHER GASTON BLVD
55,75,BETSY HEAD POOL,694 THOMAS BOYLAND STREET
55,76,BETSY HEAD POOL,694 THOMAS BOYLAND STREET
55,77,BETSY HEAD POOL,694 THOMAS BOYLAND STREET
55,78,VAN DYKE COMMUNITY CTR,392 BLAKE AVENUE
55,79,SETH LOW SENIOR CENTER,137 BELMONT AVENUE
55,80,PS 156 IS,104 SUTTER AVENUE
55,81,PS 12,430 HOWARD AVENUE
55,82,PS 12,430 HOWARD AVENUE
55,83,IS 394,188 ROCHESTER AVENUE
55,84,PS 167,1025 EASTERN PARKWAY
55,85,PS 398,60 EAST 94 STREET
55,86,PS 189,1100 EAST NEW YORK AVENUE
55,87,PS 398,60 EAST 94 STREET
55,88,PS 398,60 EAST 94 STREET
55,89,HOPE GARDENS YOUTH COMM CTR,422 CENTRAL AVE
55,89,HOPE GARDENS YOUTH COMM CTR,422 CENTRAL AVE
55,89,PS 189,1100 EAST NEW YORK AVENUE
55,90,PS 156 IS,104 SUTTER AVENUE
55,91,PS 156 IS,104 SUTTER AVENUE
55,92,PS 156 IS,104 SUTTER AVENUE
55,93,PS 156 IS,104 SUTTER AVENUE
55,94,PS 398,60 EAST 94 STREET
55,95,PS 252 JHS,1064 LENOX ROAD
55,96,PS 446,76 RIVERDALE AVENUE
55,97,PS 156 IS,104 SUTTER AVENUE
55,98,BETSY HEAD POOL,694 THOMAS BOYLAND STREET
55,99,PS 446,76 RIVERDALE AVENUE
55,100,IS 394,188 ROCHESTER AVENUE
55,101,IS 394,188 ROCHESTER AVENUE
55,102,IS 394,188 ROCHESTER AVENUE
55,103,PS 12,430 HOWARD AVENUE
55,104,PS 12,430 HOWARD AVENUE
55,105,TILDEN COMM CENTER,630 MOTHER GASTON BLVD
55,106,PS 398,60 EAST 94 STREET
55,107,PS 12,430 HOWARD AVENUE
55,108,ATLANTIC TOWERS,216 ROCKAWAY AVENUE
55,109,SARATOGA VILLAGE,940 HANCOCK STREET
55,110,VAN DYKE COMMUNITY CTR,392 BLAKE AVENUE
55,111,PS 73,251 MACDOUGAL STREET
55,112,SARATOGA VILLAGE,940 HANCOCK STREET
55,113,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVE
56,1,IS 33,70 TOMPKINS AVENUE
56,2,IS 33,70 TOMPKINS AVENUE
56,3,PS 54 NEW,195 SANDFORD STREET
56,4,IS 33,70 TOMPKINS AVENUE
56,5,QUINCY SENIOR RESIDENCES,625 QUINCY STREET
56,6,IS 33,70 TOMPKINS AVENUE
56,7,PS 59,211 THROOP AVENUE
56,8,PS 59,211 THROOP AVENUE
56,9,PS 59,211 THROOP AVENUE
56,10,PS 59,211 THROOP AVENUE
56,11,PS 23,545 WILLOUGHBY AVENUE
56,12,PS 23,545 WILLOUGHBY AVENUE
56,13,PS 23,545 WILLOUGHBY AVENUE
56,14,PS 23,545 WILLOUGHBY AVENUE
56,15,PS 256,114 KOSCIUSZKO STREET
56,16,PS 256,114 KOSCIUSZKO STREET
56,17,PS 304,280 HART STREET
56,18,PS 81,990 DEKALB AVENUE
56,19,PS 81,990 DEKALB AVENUE
56,20,PS 26 NEW,1014 LAFAYETTE AVENUE
56,21,PS 26 NEW,1014 LAFAYETTE AVENUE
56,22,QUINCY SENIOR RESIDENCES,625 QUINCY STREET
56,23,QUINCY SENIOR RESIDENCES,625 QUINCY STREET
56,24,OLD BOYS HS,832 MARCY AVENUE
56,25,OLD BOYS HS,832 MARCY AVENUE
56,26,OLD BOYS HS,832 MARCY AVENUE
56,27,PAL-WYNN CENTER,495 GATES AVENUE
56,28,PAL-WYNN CENTER,495 GATES AVENUE
56,29,IS 324,800 GATES AVENUE
56,30,IS 324,800 GATES AVENUE
56,31,PS 309,794 MONROE STREET
56,32,STUYVESANT GARDENS II,150 MALCOLM X BLVD
56,33,STUYVESANT GARDENS II,150 MALCOLM X BLVD
56,34,IS 324,800 GATES AVENUE
56,35,PAL-WYNN CENTER,495 GATES AVENUE
56,36,OLD BOYS HS,832 MARCY AVENUE
56,37,OLD BOYS HS,832 MARCY AVENUE
56,38,JHS 258,141 MACON STREET
56,39,OLD BOYS HS,832 MARCY AVENUE
56,40,JHS 258,141 MACON STREET
56,41,MACON PUBLIC LIBRARY,361 LEWIS AVENUE
56,42,PS/IS 262,500 MACON STREET
56,43,PS/IS 262,500 MACON STREET
56,44,PS 5 NEW,820 HANCOCK STREET
56,45,PS/IS 262,500 MACON STREET
56,46,PS 5 NEW,820 HANCOCK STREET
56,47,PS/IS 262,500 MACON STREET
56,48,PS 5 NEW,820 HANCOCK STREET
56,49,PS/IS 262,500 MACON STREET
56,50,MACON PUBLIC LIBRARY,361 LEWIS AVENUE
56,51,BOYS AND GIRLS HIGH SCHOOL,1700 FULTON STREET
56,52,JHS 258,141 MACON STREET
56,53,JHS 258,141 MACON STREET
56,54,PS 93,31 NEW YORK AVENUE
56,55,STUY-PARK HOUSES,77 NEW YORK AVENUE
56,56,STUY-PARK HOUSES,77 NEW YORK AVENUE
56,57,PS 93,31 NEW YORK AVENUE
56,58,PS 93,31 NEW YORK AVENUE
56,59,PS 243,1580 DEAN STREET
56,60,BOYS AND GIRLS HIGH SCHOOL,1700 FULTON STREET
56,61,PS 309,794 MONROE STREET
56,62,BOYS AND GIRLS HIGH SCHOOL,1700 FULTON STREET
56,63,WEEKSVILLE HERITAGE CENTER,158 BUFFALO AVENUE
56,64,PS 335,130 ROCHESTER AVENUE
56,65,PS 335,130 ROCHESTER AVENUE
56,66,WEEKSVILLE HERITAGE CTR,158 BUFFALO AVENUE
56,67,IS 390/MS 334/MS 354,1224 PARK PLACE
56,68,PS 335,130 ROCHESTER AVENUE
56,69,PS 243,1580 DEAN STREET
56,70,PS 243,1580 DEAN STREET
56,71,IS 390/MS 334/MS 354,1224 PARK PLACE
56,72,SR CENTER,196 ALBANY AVENUE
56,73,IS 390/MS 334/MS 354,1224 PARK PLACE
56,74,IS 390/MS 334/MS 354,1224 PARK PLACE
56,75,PS 167,1025 EASTERN PARKWAY
56,76,PS 167,1025 EASTERN PARKWAY
56,77,PS 167,1025 EASTERN PARKWAY
56,78,IS 390/MS 334/MS 354,1224 PARK PLACE
56,79,PS 256,114 KOSCIUSZKO STREET
56,80,MACON PUBLIC LIBRARY,361 LEWIS AVENUE
56,81,PS 335,130 ROCHESTER AVENUE
56,82,PS 93,31 NEW YORK AVENUE
56,83,HUGH GILROY SR CTR,447 KINGSBOROUGH 4 WALK
56,84,IS 390/MS 334/MS 354,1224 PARK PLACE
56,85,PS 23,545 WILLOUGHBY AVENUE
56,86,PS 26 NEW,1014 LAFAYETTE AVENUE
56,87,OLD BOYS HS,832 MARCY AVENUE
56,88,JHS 258,141 MACON STREET
56,89,PS 5 NEW,820 HANCOCK STREET
56,90,PS/IS 262,500 MACON STREET
56,91,PS 93,31 NEW YORK AVENUE
56,92,PS 59,211 THROOP AVENUE
56,113,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVE
56,113,WILLIAM MAXWELL HS,145 PENNSYLVANIA AVE
57,1,FARRAGUT COMM CTR,228 YORK STREET
57,2,FARRAGUT COMM CTR,228 YORK STREET
57,3,FARRAGUT COMM CTR,228 YORK STREET
57,4,SCIENCE SKILLS CTR HS,49 FLATBUSH AVE EXTENSION
57,5,PS 270,241 EMERSON PLACE
57,6,WILLOUGHBY SR CTR,105 NORTH PORTLAND AVENUE
57,7,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVENUE
57,8,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVENUE
57,9,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVENUE
57,10,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVENUE
57,11,INGERSOLL COMMUNITY CENTER,177 MYRTLE AVENUE
57,12,WILLOUGHBY SR CTR,105 NORTH PORTLAND AVENUE
57,13,WILLOUGHBY SR CTR,105 NORTH PORTLAND AVENUE
57,14,BROOKLYN TECH HS,2 SOUTH ELLIOTT PLACE
57,15,PS 20,225 ADELPHI STREET
57,16,PS 20,225 ADELPHI STREET
57,17,PS 20,225 ADELPHI STREET
57,18,PS 270,241 EMERSON PLACE
57,19,PS 54 NEW,195 SANDFORD STREET
57,20,PS 54 NEW,195 SANDFORD STREET
57,21,PS 256,114 KOSCIUSZKO STREET
57,22,PS 54 NEW,195 SANDFORD STREET
57,23,PS 270,241 EMERSON PLACE
57,24,PS 20,225 ADELPHI STREET
57,25,BROOKLYN TECH HS,2 SOUTH ELLIOTT PLACE
57,26,BROOKLYN TECH HS,2 SOUTH ELLIOTT PLACE
57,27,EDMONDS CENTER (IS 113),300 ADELPHI STREET
57,28,EDMONDS CENTER (IS 113),300 ADELPHI STREET
57,29,EDMONDS CENTER (IS 113),300 ADELPHI STREET
57,30,PS 270,241 EMERSON PLACE
57,31,PS 270,241 EMERSON PLACE
57,32,LAFAYETTE GARDENS COMM CTR,442 DEKALB AVE
57,33,PS 270,241 EMERSON PLACE
57,34,PS 11 NEW,419 WAVERLY AVENUE
57,35,PS 11 NEW,419 WAVERLY AVENUE
57,36,PS 256,114 KOSCIUSZKO STREET
57,37,PS 256,114 KOSCIUSZKO STREET
57,38,PS 56 NEW,170 GATES AVENUE
57,39,PS 11 NEW,419 WAVERLY AVENUE
57,40,PS 11 NEW,419 WAVERLY AVENUE
57,41,PS 11 NEW,419 WAVERLY AVENUE
57,42,EDMONDS CENTER (IS 113),300 ADELPHI STREET
57,43,BROOKLYN TECH HS,2 SOUTH ELLIOTT PLACE
57,44,ATLANTIC TERMINAL COMM CTR,501 CARLTON AVE
57,45,ATLANTIC TERMINAL COMM CTR,501 CARLTON AVE
57,46,ATLANTIC TERMINAL COMM CTR,501 CARLTON AVE
57,47,PS 753/BKLN SCH FOR CAREER DEVEL,510 CLERMONT AVE
57,48,PS 56 NEW,170 GATES AVENUE
57,49,PS 56 NEW,170 GATES AVENUE
57,50,PS 56 NEW,170 GATES AVENUE
57,51,BEDFORD VILLAGE SCHOOL (PS 3),50 JEFFERSON AVE
57,52,BED STUY YMCA,1121 BEDFORD AVENUE
57,53,BEDFORD VILLAGE SCHOOL (PS 3),50 JEFFERSON AVE
57,54,BEDFORD VILLAGE SCHOOL (PS 3),50 JEFFERSON AVE
57,55,BEDFORD VILLAGE SCHOOL (PS 3),50 JEFFERSON AVE
57,56,BEDFORD VILLAGE SCHOOL (PS 3),50 JEFFERSON AVE
57,57,PS 93,31 NEW YORK AVENUE
57,58,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
57,59,PS 22,443 ST MARKS AVENUE
57,60,PS 9 NEW,80 UNDERHILL AVENUE
57,61,PS 753/BKLN SCH FOR CAREER DEVEL,510 CLERMONT AVE
57,62,PS 753/BKLN SCH FOR CAREER DEVEL,510 CLERMONT AVE
57,63,PS 9 NEW,80 UNDERHILL AVENUE
57,64,PS 9 NEW,80 UNDERHILL AVENUE
57,65,PS 22,443 ST MARKS AVENUE
57,66,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
57,67,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
57,68,PS 316,750 CLASSON AVENUE
57,69,PS 22,443 ST MARKS AVENUE
57,70,PS 22,443 ST MARKS AVENUE
57,71,PS 9 NEW,80 UNDERHILL AVENUE
57,72,PS 316,750 CLASSON AVENUE
57,73,PS 316,750 CLASSON AVENUE
57,74,PS 316,750 CLASSON AVENUE
57,75,BROOKLYN MUSEUM,200 EASTERN PARKWAY
57,76,BROOKLYN MUSEUM,200 EASTERN PARKWAY
57,77,CENTRAL BKLYN PUB LIB,10 GRAND ARMY PLAZA
57,78,BROOKLYN MUSEUM,200 EASTERN PARKWAY
57,79,PS 316,750 CLASSON AVENUE
57,80,BROOKLYN MUSEUM,200 EASTERN PARKWAY
57,81,PS 316,750 CLASSON AVENUE
57,82,FRIENDS OF CROWN HEIGHTS,671 PROSPECT PLACE
57,83,MEDGAR EVERS,1150 CARROLL STREET
57,84,PS 316,750 CLASSON AVENUE
57,85,CLARA BARTON VOC HS,901 CLASSON AVENUE
57,86,BROOKLYN MUSEUM,200 EASTERN PARKWAY
57,87,CLARA BARTON VOC HS,901 CLASSON AVENUE
57,88,CLARA BARTON VOC HS,901 CLASSON AVENUE
57,89,PS 320/PS 375,46 McKEEVER PLACE
57,90,PS 320/PS 375,46 McKEEVER PLACE
57,91,PS 320/PS 375,46 McKEEVER PLACE
57,92,PS 59,211 THROOP AVENUE
57,92,PS 59,211 THROOP AVENUE
57,92,MEDGAR EVERS,1150 CARROLL STREET
57,93,MEDGAR EVERS,1150 CARROLL STREET
57,94,PS 270,241 EMERSON PLACE
57,95,EDMONDS CENTER (IS 113),300 ADELPHI STREET
57,96,CLARA BARTON VOC HS,901 CLASSON AVENUE
57,97,LAFAYETTE GARDENS COMM CTR,442 DEKALB AVE
57,98,INGERSOLL COMMUNITY CENTER..,177 MYRTLE AVENUE
57,99,OLD BOYS HS,832 MARCY AVENUE
57,100,BEDFORD VILL SCHOOL (PS 3),50 JEFFERSON AVENUE
57,101,BEDFORD VILL SCHOOL (PS 3),50 JEFFERSON AVENUE
57,102,PS 270,241 EMERSON PLACE
57,103,PS 753/BKLYN SCH FOR CAREER DEV,510 CLERMONT AVE
57,104,PS 22,443 ST MARKS AVENUE
57,105,BROOKLYN MUSEUM,200 EASTERN PARKWAY
57,106,SCIENCE SKILLS CTR HS,49 FLATBUSH AVE EXTENSION
58,1,IS 391,790 EAST NEW YORK AVENUE
58,2,PS 398,60 EAST 94 STREET
58,3,PS 398,60 EAST 94 STREET
58,4,PS 219,1060 CLARKSON AVENUE
58,5,PS 219,1060 CLARKSON AVENUE
58,6,PS 219,1060 CLARKSON AVENUE
58,7,PS 219,1060 CLARKSON AVENUE
58,8,PS 252 JHS,1064 LENOX ROAD
58,9,PS 244,5404 TILDEN AVENUE
58,10,PS 252 JHS,1064 LENOX ROAD
58,11,PS 252 JHS,1064 LENOX ROAD
58,12,PS 135,684 LINDEN BOULEVARD
58,13,GODâ€™S BATTALION CHURCH,661 LINDEN BOULEVARD
58,14,GODâ€™S BATTALION CHURCH,661 LINDEN BOULEVARD
58,15,PS 235,525 LENOX ROAD
58,16,PS 181,1023 NEW YORK AVENUE
58,17,PS 269,1957 NOSTRAND AVENUE
58,18,PS 269,1957 NOSTRAND AVENUE
58,19,PS 269,1957 NOSTRAND AVENUE
58,20,THE JOAN SNOW PRE-K CENTER,3610 GLENWOOD RD
58,21,THE JOAN SNOW PRE-K CENTER,3610 GLENWOOD RD
58,22,THE JOAN SNOW PRE-K CENTER,3610 GLENWOOD RD
58,23,TOP CIVIC CTR,1098 UTICA AVENUE
58,24,ST. AUGUSTINEâ€™S EPISCOPAL CHURCH,4301 AVENUE D
58,25,ST. AUGUSTINEâ€™S EPISCOPAL CHURCH,4301 AVENUE D
58,26,THE JOAN SNOW PRE-K CENTER,3610 GLENWOOD RD
58,27,THE JOAN SNOW PRE-K CENTER,3610 GLENWOOD RD
58,28,IS 395/PS 109,1001 EAST 45 STREET
58,29,IS 395/PS 109,1001 EAST 45 STREET
58,30,ST. THERESE OF LISIEUX,1281 TROY AVENUE
58,31,PS 208,4801 AVENUE D
58,32,PS 208,4801 AVENUE D
58,33,TOP CIVIC CTR,1098 UTICA AVENUE
58,34,GODâ€™S BATTALION CHURCH,661 LINDEN BOULEVARD
58,35,TOP CIVIC CTR,1098 UTICA AVENUE
58,36,PS 244,5404 TILDEN AVENUE
58,37,PS 244,5404 TILDEN AVENUE
58,38,PS 235 ANNEX,5811 DITMAS AVENUE
58,39,TILDEN HS,5800 TILDEN AVENUE
58,40,PS 244,5404 TILDEN AVENUE
58,41,TILDEN HS,5800 TILDEN AVENUE
58,42,TILDEN HS,5800 TILDEN AVENUE
58,43,PS 244,5404 TILDEN AVENUE
58,44,GLENWOOD COMM. CTR,5816 FARRAGUT ROAD
58,45,GODâ€™S BATTALION CHURCH,661 LINDEN BOULEVARD
58,46,PS 135,684 LINDEN BOULEVARD
58,47,PS 135,684 LINDEN BOULEVARD
58,48,PS 244,5404 TILDEN AVENUE
58,49,TILDEN HS,5800 TILDEN AVENUE
58,50,PS 235 ANNEX,5811 DITMAS AVENUE
58,51,GLENWOOD COMM. CTR,5816 FARRAGUT ROAD
58,52,PS 252 JHS,1064 LENOX ROAD
58,53,PS 233,9301 AVENUE B
58,54,PS 252 JHS,1064 LENOX ROAD
58,55,PS 233,9301 AVENUE B
58,56,PS 252 JHS,1064 LENOX ROAD
58,57,PS 68 JHS,956 EAST 82 STREET
58,58,PS 66 IS,845 EAST 96 STREET
58,59,PS 272,101-24 SEAVIEW AVENUE
58,60,PS 279,1070 EAST 104 STREET
58,61,PS 233,9301 AVENUE B
58,62,PS 233,9301 AVENUE B
58,63,PS 233,9301 AVENUE B
58,64,PS 66 IS,845 EAST 96 STREET
58,65,CANARSIE HS,1600 ROCKAWAY PARKWAY
58,66,PATRICK E GORMAN HSING CO INC,1381 LINDEN BLVD
58,67,JIMERSON HOUSES,1411 LINDEN BOULEVARD
58,68,PATRICK E GORMAN HSING CO INC,1381 LINDEN BLVD
58,69,PATRICK E GORMAN HSING CO INC,1381 LINDEN BLVD
58,70,PS 114,1077 REMSEN AVENUE
58,71,PS 114,1077 REMSEN AVENUE
58,72,PS 66 IS,845 EAST 96 STREET
58,73,BREUKELEN COMMUNITY CENTER,715 EAST 105 ST
58,74,CANARSIE HS,1600 ROCKAWAY PARKWAY
58,75,CANARSIE HS,1600 ROCKAWAY PARKWAY
58,76,PS 279,1070 EAST 104 STREET
58,77,PS 279,1070 EAST 104 STREET
58,78,PS 279,1070 EAST 104 STREET
58,79,CANARSIE HS,1600 ROCKAWAY PARKWAY
58,80,ST. AUGUSTINEâ€™S EPISCOPAL CHURCH,4301 AVENUE D
58,81,THE JOAN SNOW PRE-K CENTER,3610 GLENWOOD RD
58,82,PS 272,101-24 SEAVIEW AVENUE
58,83,THE JOAN SNOW PRE-K CENTER,3610 GLENWOOD RD
58,84,PS 219,1060 CLARKSON AVENUE
58,85,PS 252 JHS,1064 LENOX ROAD
58,86,TOP CIVIC CTR,1098 UTICA AVENUE
58,106,SCIENCE SKILLS CTR HS,49 FLATBUSH AVE EXTENSION
58,106,SCIENCE SKILLS CTR HS,49 FLATBUSH AVE EXTENSION
59,1,PS 251,1037 EAST 54 STREET
59,2,GLENWOOD COMM. CTR,5816 FARRAGUT ROAD
59,3,GLENWOOD COMM. CTR,5816 FARRAGUT ROAD
59,4,GLENWOOD COMM. CTR,5816 FARRAGUT ROAD
59,5,PS 68 JHS,956 EAST 82 STREET
59,6,PS 68 JHS,956 EAST 82 STREET
59,7,PS 114,1077 REMSEN AVENUE
59,8,PS 114,1077 REMSEN AVENUE
59,9,CANARSIE HS,1600 ROCKAWAY PARKWAY
59,10,CANARSIE HS,1600 ROCKAWAY PARKWAY
59,11,CANARSIE HS,1600 ROCKAWAY PARKWAY
59,12,PS 114,1077 REMSEN AVENUE
59,13,PS 68 JHS,956 EAST 82 STREET
59,14,PS 68 JHS,956 EAST 82 STREET
59,15,PS 68 JHS,956 EAST 82 STREET
59,16,PS 272,101-24 SEAVIEW AVENUE
59,17,PS 251,1037 EAST 54 STREET
59,18,PS 251,1037 EAST 54 STREET
59,19,PS 203,5101 AVENUE M
59,20,CONGREG BEIT HILLEL OF FLATLANDS,2164 RALPH AVE
59,21,PS 251,1037 EAST 54 STREET
59,22,PS 203,5101 AVENUE M
59,23,PS 203,5101 AVENUE M
59,24,PS 203,5101 AVENUE M
59,25,PS 68 JHS,956 EAST 82 STREET
59,26,PS 203,5101 AVENUE M
59,27,CONGREG BEIT HILLEL OF FLATLANDS,2164 RALPH AVE
59,28,CONGREG BEIT HILLEL OF FLATLANDS,2164 RALPH AVE
59,29,PS 207 ANNEX EARLY CHILD CTR,3920 FLATLANDS AVE
59,30,CONGREG BEIT HILLEL OF FLATLANDS,2164 RALPH AVE
59,31,CONGREG BEIT HILLEL OF FLATLANDS,2164 RALPH AVE
59,32,FLATBUSH PARK JEWISH CENTER,6363 AVENUE U
59,33,PS 222,3301 QUENTIN ROAD
59,34,PS 222,3301 QUENTIN ROAD
59,35,CARMINE CARRO COMM CENTER,3000 FILLMORE AVE
59,36,PS 222,3301 QUENTIN ROAD
59,37,CARMINE CARRO COMM CENTER,3000 FILLMORE AVE
59,38,CARMINE CARRO COMM CENTER,3000 FILLMORE AVE
59,39,ST. COLUMBAâ€™S CHURCH,2245 KIMBALL STREET
59,40,ST. COLUMBAâ€™S CHURCH,2245 KIMBALL STREET
59,41,PS 272,101-24 SEAVIEW AVENUE
59,42,PS 277,2529 GERRITSEN AVENUE
59,43,PS 277,2529 GERRITSEN AVENUE
59,44,VOLLIES MEMORIAL HALL,43 SEBA AVENUE
59,45,VOLLIES MEMORIAL HALL,43 SEBA AVENUE
59,46,PS 277,2529 GERRITSEN AVENUE
59,47,PS 272,101-24 SEAVIEW AVENUE
59,48,BAY ACADEMY-IS 98,1401 EMMONS AVENUE
59,49,PS 272,101-24 SEAVIEW AVENUE
59,50,FLATBUSH PARK JEWISH CENTER,6363 AVENUE U
59,51,FLATBUSH PARK JEWISH CENTER,6363 AVENUE U
59,52,FLATBUSH PARK JEWISH CENTER,6363 AVENUE U
59,53,FLATBUSH PARK JEWISH CENTER,6363 AVENUE U
59,54,FLATBUSH PARK JEWISH CENTER,6363 AVENUE U
59,55,FLATBUSH PARK JEWISH CENTER,6363 AVENUE U
59,56,PS 312,7103 AVENUE T
59,57,PS 312,7103 AVENUE T
59,58,PS 312,7103 AVENUE T
59,59,TEMPLE SHOLOM OF FLATBUSH,2075 EAST 68 STREET
59,60,PS 312,7103 AVENUE T
59,61,TEMPLE SHOLOM OF FLATBUSH,2075 EAST 68 STREET
59,62,TEMPLE SHOLOM OF FLATBUSH,2075 EAST 68 STREET
59,63,PS 272,101-24 SEAVIEW AVENUE
59,64,PS 276,1070 EAST 83 STREET
59,65,PS 276,1070 EAST 83 STREET
59,66,PS 276,1070 EAST 83 STREET
59,67,PS 115,1500 EAST 92 STREET
59,68,PS 115,1500 EAST 92 STREET
59,69,PS 115,1500 EAST 92 STREET
59,70,PS 115,1500 EAST 92 STREET
59,71,PS 276,1070 EAST 83 STREET
59,72,PS 276,1070 EAST 83 STREET
59,73,PS 115,1500 EAST 92 STREET
59,74,PS 115,1500 EAST 92 STREET
59,75,PS 115,1500 EAST 92 STREET
59,76,PS 272,101-24 SEAVIEW AVENUE
59,77,PS 114,1077 REMSEN AVENUE
59,78,CANARSIE HS,1600 ROCKAWAY PARKWAY
59,79,PS 276,1070 EAST 83 STREET
59,80,CONGREG BEIT HILLEL OF FLATLANDS,2164 RALPH AVE
59,81,PS 115,1500 EAST 92 STREET
59,82,CANARSIE HS,1600 ROCKAWAY PARKWAY
59,83,PS 312,7103 AVENUE T
59,84,PS 115,1500 EAST 92 STREET
59,85,PS 68 JHS,956 EAST 82 STREET
59,86,TOP CIVIC CTR,1098 UTICA AVENUE
59,86,TOP CIVIC CTR,1098 UTICA AVENUE
59,86,GLENWOOD COMM. CTR,5816 FARRAGUT ROAD
59,87,PS 251,1037 EAST 54 STREET
59,88,PS 277,2529 GERRITSEN AVENUE
59,89,PS 272,101-24 SEAVIEW AVENUE
59,90,PS 312,7103 AVENUE T
59,90,PS 312,7103 AVENUE T
60,1,PS 328,330 ALABAMA AVENUE
60,2,PS 328,330 ALABAMA AVENUE
60,3,IS 292,300 WYONA STREET
60,4,PS 346,1400 PENNSYLVANIA AVENUE
60,5,PS 346,1400 PENNSYLVANIA AVENUE
60,6,PS 158,400 ASHFORD STREET
60,7,NEW HOPE FAMILY WORSHIP,817 LIVONIA AVENUE
60,8,PS 158,400 ASHFORD STREET
60,9,PS 158,400 ASHFORD STREET
60,10,MS 678 (PS 72),605 SHEPHERD AVENUE
60,11,PS 158,400 ASHFORD STREET
60,12,MS 678 (PS 72),605 SHEPHERD AVENUE
60,13,VANDALIA CTR,47 VANDALIA AVENUE
60,14,MS 678 (PS 72),605 SHEPHERD AVENUE
60,15,CYPRESS HILLS COMM CTR,475 FOUNTAIN AVENUE
60,16,MS 678 (PS 72),605 SHEPHERD AVENUE
60,17,PS 346,1400 PENNSYLVANIA AVENUE
60,18,CYPRESS HILLS COMM CTR,475 FOUNTAIN AVENUE
60,19,CYPRESS HILLS COMM CTR,475 FOUNTAIN AVENUE
